lat,lon,year,quarter,temp,nitrate,nitrite,nitrate_nitrite,phosphate,ammonium,sst,nutrient_source,depth,kelp_area,kelp_biomass
34.01032,-118.84232,2014,1,14.906,0.4,0.083,0.48300000000000004,0.37666666666666665,0.06666666666666667,18.40983311335246,CalCOFI,-87.118072509765625,NA,NA
34.45118,-120.5247,2015,1,15.8758,0.3125,0.06225,0.37475,0.385,0.125,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40263,-119.80203,2015,1,16.32375,0.05,0.0395,0.0895,0.385,0.06,NA,CalCOFI,-47.432518005371094,NA,NA
34.2769,-120.02423,2015,1,16.357,0.030000000000000002,0.009000000000000001,0.03900000000000001,0.31,0.01,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.25833,-119.32373,2015,1,16.0106,0.15250000000000002,0.12875,0.28125,0.5675,0.22749999999999998,NA,CalCOFI,-55.99018859863281,NA,NA
34.22653,-119.4118,2015,1,15.7658,0.105,0.034,0.139,0.3625,0.08,17.443746699227226,CalCOFI,-71.065399169921875,NA,NA
34.17807,-119.51288,2015,1,15.922857142857143,0.15,0.058,0.208,0.404,0.108,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87922,-120.13387,2015,1,15.6385,0.2,0.024999999999999998,0.225,0.36,0.016666666666666666,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.4645,-120.4955,2016,1,14.7348,3.0949999999999998,0.45325000000000004,3.54825,0.9875,0.56,14.846312999725342,CalCOFI,-64.2739028930664,NA,NA
34.4505,-120.5235,2016,1,14.632,2.6025,0.33775,2.94025,0.6375,0.1675,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40208,-119.79907,2016,1,15.0695,0.735,0.10025,0.83525,0.5025,0.155,NA,CalCOFI,-47.15455627441406,NA,NA
34.27767,-120.0325,2016,1,14.791333333333334,1.5933333333333335,0.174,1.7673333333333334,0.5533333333333333,0.08,16.076074255837334,CalCOFI,-618.89996337890625,NA,NA
34.2375,-119.38833,2016,1,15.2742,0.69,0.09675,0.78675,0.47500000000000003,0.0525,17.395646731058758,CalCOFI,-63.44054412841797,NA,NA
34.22417,-119.41467,2016,1,15.278571428571428,0.632,0.0902,0.7222,0.46799999999999997,0.014,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17917,-119.50933,2016,1,15.063500000000001,0.3466666666666667,0.051,0.39766666666666667,0.48333333333333334,0.20333333333333334,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87717,-120.13417,2016,1,14.355,3.38,0.18333333333333332,3.563333333333333,0.6766666666666667,0.19333333333333333,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.01267,-118.839,2016,1,15.296,NA,NA,NA,NA,NA,18.4143721792433,CalCOFI,-61.848785400390625,NA,NA
34.46067,-120.4945,2017,1,13.9295,2.5925,0.198,2.7904999999999998,0.5725,0.14500000000000002,14.846312999725342,CalCOFI,-64.2739028930664,NA,NA
34.4464,-120.52583,2017,1,13.9516,2.255,0.182,2.437,0.5325,0.19,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.39708,-119.79107,2017,1,14.3985,1.0250000000000001,0.17875,1.20375,0.3875,0.5800000000000001,NA,CalCOFI,-73.3250732421875,NA,NA
34.27367,-120.0275,2017,1,14.056333333333333,1.3800000000000001,0.1423333333333333,1.5223333333333335,0.43666666666666665,0.16,16.064900557200115,CalCOFI,-622.12860107421875,NA,NA
34.25913,-119.3393,2017,1,14.1916,2.7125000000000004,0.34924999999999995,3.0617500000000004,0.755,0.8125,NA,CalCOFI,-56.8865966796875,NA,NA
34.2285,-119.40783,2017,1,14.38275,0.915,0.12375,1.03875,0.385,0.0075,17.44271977742513,CalCOFI,-67.33967590332031,NA,NA
34.18083,-119.507,2017,1,14.5185,0.06,0.035333333333333335,0.09533333333333333,0.31666666666666665,0,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87083,-120.1355,2017,1,14.1005,1.8566666666666667,0.11033333333333334,1.967,0.4666666666666667,0.01,16.300759898291695,CalCOFI,-163.66156005859375,NA,NA
34.00833,-118.841,2017,1,14.7518,0.51,0.1015,0.6115,0.38,0.51,18.443454662958782,CalCOFI,-91.71849060058594,NA,NA
34.45132,-120.52517,2018,1,14.5206,0.09,0.041999999999999996,0.132,0.245,0.06,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.27682,-120.02517,2018,1,14.544,0,0.008,0.008,0.17666666666666667,0.013333333333333334,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.2242,-119.41772,2018,1,14.5114,0.045,0.01,0.055,0.22000000000000003,0.01,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17682,-119.5095,2018,1,14.935,0,0.004,0.004,0.18,0.0033333333333333335,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87967,-120.13517,2018,1,15.0132,0,0.00325,0.00325,0.18,0,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.4515,-120.523,2019,1,14.305499999999999,2.166666666666667,0.26266666666666666,2.4293333333333336,0.42,0.12666666666666668,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.27982,-120.02767,2019,1,14.828333333333333,0.4266666666666667,0.09266666666666666,0.5193333333333333,0.22999999999999998,0.7333333333333334,16.076074255837334,CalCOFI,-618.89996337890625,NA,NA
34.22282,-119.40917,2019,1,14.6276,1.3175000000000001,0.22625,1.5437500000000002,0.3875,0.31,17.50661537382338,CalCOFI,-68.87818908691406,NA,NA
34.17967,-119.50982,2019,1,14.689499999999999,1.5733333333333335,0.248,1.8213333333333335,0.39666666666666667,0.43333333333333335,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87367,-120.13467,2019,1,14.0305,1.43,0.09333333333333332,1.5233333333333332,0.34,0.04,16.300759898291695,CalCOFI,-163.66156005859375,NA,NA
34.47122,-120.4937,2020,1,14.635,0.485,0.0735,0.5585,0.2875,0.045,14.821510208977593,CalCOFI,-63.57952880859375,NA,NA
34.45072,-120.5277,2020,1,14.719833333333334,0.705,0.08775,0.79275,0.29,0.035,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40252,-119.80033,2020,1,14.9925,0.1075,0.035500000000000004,0.14300000000000002,0.23249999999999998,0.025,NA,CalCOFI,-47.15455627441406,NA,NA
34.27612,-120.02387,2020,1,14.428333333333333,1.8733333333333333,0.04766666666666666,1.921,0.37333333333333335,0.04666666666666667,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.26378,-119.3307,2020,1,15.054,0.01,0,0.01,0.16999999999999998,0.0625,NA,CalCOFI,-56.58534240722656,NA,NA
34.223,-119.4133,2020,1,15.3378,0.225,0,0.225,0.2475,0.045000000000000005,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17883,-119.50803,2020,1,15.4085,0.07333333333333333,0,0.07333333333333333,0.30666666666666664,0.026666666666666665,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87843,-120.13492,2020,1,13.975333333333333,3.466666666666667,0.08133333333333334,3.548,0.5233333333333333,0,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.01422,-118.8396,2020,1,15.283249999999999,0,0.06325,0.06325,0.2275,0.0275,18.4143721792433,CalCOFI,-61.848785400390625,NA,NA
34.4652,-120.48823,2014,2,11.23325,13.425,0.18,13.605,1.3375,0.685,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.44958,-120.52332,2014,2,11.32075,12.7,0.16425,12.864249999999998,1.225,0.4475,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40433,-119.79948,2014,2,12.814,3.025,0.11275,3.13775,0.56,0.6,NA,CalCOFI,-47.15455627441406,NA,NA
34.27407,-120.02473,2014,2,12.527333333333333,0.3333333333333333,0.026,0.35933333333333334,0.24,0.06666666666666667,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.267,-119.32567,2014,2,12.5185,7.925,0.21425,8.13925,0.9575,0.9125000000000001,NA,CalCOFI,-53.02577209472656,NA,NA
34.22737,-119.4099,2014,2,13.882399999999999,0.05,0.022,0.07200000000000001,0.17250000000000001,0.015,17.44271977742513,CalCOFI,-67.33967590332031,NA,NA
34.18258,-119.50863,2014,2,13.4192,0,0.02375,0.02375,0.16999999999999998,0.06999999999999999,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87432,-120.14168,2014,2,12.995714285714286,2.7,0.0722,2.7722,0.552,0.488,16.28628929456075,CalCOFI,-146.49771118164062,NA,NA
34.01457,-118.8368,2014,2,12.347199999999999,4.5,0.13375,4.63375,0.6525,0.47000000000000003,18.4143721792433,CalCOFI,-61.848785400390625,NA,NA
34.46517,-120.48597,2015,2,11.819600000000001,10.68,0.3205,11.000499999999999,1.1775,0.9275,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.44952,-120.52363,2015,2,10.8974,13.4975,0.266,13.7635,1.25,0.2675,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40457,-119.80157,2015,2,14.719999999999999,0.12,0.03325,0.15325,0.305,0.065,NA,CalCOFI,-47.15455627441406,NA,NA
34.27822,-120.02078,2015,2,13.1564,1.26,0.060399999999999995,1.3204,0.30400000000000005,0.048,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.2656,-119.33028,2015,2,14.2082,0.20750000000000002,0.0355,0.24300000000000002,0.265,0.0225,NA,CalCOFI,-56.58534240722656,NA,NA
34.22603,-119.40947,2015,2,14.4152,0.01,0.01075,0.020749999999999998,0.23500000000000001,0.04,17.44271977742513,CalCOFI,-67.33967590332031,NA,NA
34.17757,-119.50663,2015,2,13.8158,0.08,0.021500000000000002,0.1015,0.30000000000000004,0.042499999999999996,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87457,-120.13002,2015,2,14.685,0.386,0.0326,0.4186,0.336,0.002,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.01543,-118.84469,2015,2,14.707,0.44,0.06475,0.50475,0.39249999999999996,0.09,18.40983311335246,CalCOFI,-87.118072509765625,NA,NA
34.419,-120.51466,2016,2,13.0362,8.5575,0.25275000000000003,8.81025,1.115,1.5525,15.021585835350884,CalCOFI,-145.25845336914062,NA,NA
34.44888,-120.52463,2016,2,12.92,8.8875,0.2405,9.128,1.1175000000000002,1.69,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40143,-119.80143,2016,2,15.0135,0.77,0.053,0.8230000000000001,0.43,0.5675,NA,CalCOFI,-77.091552734375,NA,NA
34.2741,-120.02787,2016,2,13.334,0.786,0.074,0.86,0.342,0.25,16.076074255837334,CalCOFI,-618.89996337890625,NA,NA
34.26323,-119.33172,2016,2,14.5548,0,0.026000000000000002,0.026000000000000002,0.165,0.045,NA,CalCOFI,-56.58534240722656,NA,NA
34.22407,-119.40817,2016,2,14.4674,0.025,0.029500000000000002,0.05450000000000001,0.325,0.195,17.50661537382338,CalCOFI,-68.87818908691406,NA,NA
34.17927,-119.50678,2016,2,13.973500000000001,3.3266666666666667,0.12000000000000001,3.4466666666666668,0.6533333333333333,0.8666666666666666,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87627,-120.1335,2016,2,13.402,7.015,0.1595,7.1745,0.87,0.175,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.00203,-118.83392,2016,2,15.38475,0.0025,0.01925,0.02175,0.385,0.215,18.445677359898884,CalCOFI,-70.2313461303711,NA,NA
34.46313,-120.49563,2017,2,11.0024,18.48,0.2885,18.7685,1.6075000000000002,0.27749999999999997,14.846312999725342,CalCOFI,-64.2739028930664,NA,NA
34.44882,-120.5285,2017,2,11.150833333333333,17.928,0.27280000000000004,18.2008,1.484,0.114,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.39898,-119.80122,2017,2,12.7825,8.545,0.48675,9.03175,0.8825,0.27,NA,CalCOFI,-77.091552734375,NA,NA
34.27908,-120.02407,2017,2,11.887333333333334,12.196666666666667,0.24966666666666668,12.446333333333333,1.0866666666666667,0.10333333333333333,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.22782,-119.39717,2017,2,14.098,0.29000000000000004,0.050499999999999996,0.3405,0.2175,0.0075,17.441948546303642,CalCOFI,-65.0516357421875,NA,NA
34.22132,-119.41778,2017,2,13.3982,4.4675,0.212,4.6795,0.545,0.12,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.1738,-119.50918,2017,2,13.192,6.303333333333333,0.254,6.557333333333332,0.6466666666666667,0.013333333333333334,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.88067,-120.13767,2017,2,12.921,5.716666666666667,0.181,5.897666666666667,0.56,0.09000000000000001,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.0105,-118.83767,2017,2,13.9882,1.755,0.11324999999999999,1.86825,0.315,NA,18.4143721792433,CalCOFI,-61.848785400390625,NA,NA
34.46767,-120.49117,2018,2,10.8026,16.9825,0.23725,17.21975,1.4475,0.3725,14.821510208977593,CalCOFI,-63.57952880859375,NA,NA
34.44733,-120.52268,2018,2,10.889800000000001,15.9125,0.2505,16.163,1.3875,0.1975,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40288,-119.80022,2018,2,10.48575,19.697499999999998,0.182,19.879499999999997,1.5725,0.325,NA,CalCOFI,-47.15455627441406,NA,NA
34.26632,-120.02817,2018,2,11.847833333333334,1.148,0.0746,1.2226,0.272,0.186,16.064900557200115,CalCOFI,-622.12860107421875,NA,NA
34.25182,-119.34667,2018,2,12.1886,9.83,0.32525000000000004,10.15525,0.9724999999999999,0.86,NA,CalCOFI,-58.18605041503906,NA,NA
34.22407,-119.40783,2018,2,12.0296,7.8325,0.22075,8.05325,0.8025,0.65,17.50661537382338,CalCOFI,-68.87818908691406,NA,NA
34.17757,-119.50838,2018,2,12.48,4.76,0.16633333333333333,4.926333333333333,0.6566666666666666,0.7566666666666667,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87382,-120.13467,2018,2,12.372,7.053333333333333,0.19933333333333333,7.252666666666666,0.77,0.6633333333333333,16.300759898291695,CalCOFI,-163.66156005859375,NA,NA
34.00203,-118.83433,2018,2,14.5728,1.4025,0.134,1.5365000000000002,0.355,0.10750000000000001,18.443454662958782,CalCOFI,-91.71849060058594,NA,NA
34.4612,-120.4856,2018,2,14.9096,5.453333333333333,0.173,5.626333333333333,0.6166666666666667,0.7166666666666667,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.45047,-120.52847,2018,2,15.296399999999998,1.54,0.0745,1.6145,0.335,0.2525,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.40208,-119.79477,2018,2,17.75275,1.3575,0,1.3575,0.225,0.2125,NA,CalCOFI,-47.15455627441406,NA,NA
34.2752,-120.02523,2018,2,14.564666666666666,2.493333333333333,0.11733333333333333,2.6106666666666665,0.43,0.8133333333333334,16.120276901457046,CalCOFI,-617.81378173828125,NA,NA
34.25612,-119.33197,2018,2,18.1496,1.2349999999999999,0.00275,1.23775,0.14,0.2275,NA,CalCOFI,-56.75047302246094,NA,NA
34.22533,-119.41077,2018,2,18.5194,0.15,0.013,0.163,0.1225,0.1325,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17822,-119.50823,2018,2,18.067999999999998,0,0.001,0.001,0.14333333333333334,0.08,17.78152272436354,CalCOFI,-147.50234985351562,NA,NA
33.87822,-120.13372,2018,2,15.262,1.26,0.036,1.296,0.32333333333333336,0.10666666666666667,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.4655,-120.49417,2019,2,11.424,17.32,0.193,17.513,1.4875,0.2425,14.846312999725342,CalCOFI,-64.2739028930664,NA,NA
34.45332,-120.52917,2019,2,11.36675,18.753333333333334,0.16833333333333333,18.921666666666667,1.5833333333333335,0.07666666666666667,14.929279088973999,CalCOFI,-111.49159240722656,NA,NA
34.4,-119.8035,2019,2,12.61425,10.22,0.5775,10.797500000000001,1.02,0.3725,NA,CalCOFI,-79.09928894042969,NA,NA
34.27367,-120.03217,2019,2,13.32575,1.22,0.11025,1.33025,0.345,0.195,16.064900557200115,CalCOFI,-622.12860107421875,NA,NA
34.26182,-119.334,2019,2,13.687249999999999,1.73,0.4935,2.2235,0.595,1.14,NA,CalCOFI,-56.58534240722656,NA,NA
34.2215,-119.42183,2019,2,13.2872,5.3575,0.3085,5.666,0.655,0.3275,17.509825891918606,CalCOFI,-76.01841735839844,NA,NA
34.17682,-119.51082,2019,2,13.109,5.193333333333333,0.36233333333333334,5.555666666666666,0.67,0.21,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87338,-120.11863,2019,2,12.898499999999999,6.483333333333333,0.22133333333333333,6.704666666666666,0.7433333333333333,0.52,16.303838200039333,CalCOFI,-144.8876190185547,NA,NA
34.00998,-118.84967,2019,2,12.288,11.936666666666667,0.56033333333333335,12.497,1.1,0.3066666666666667,18.438999732335407,CalCOFI,-99.758697509765625,NA,NA
34.4604,-120.4853,2014,3,17.737199999999998,0.025,0.014249999999999999,0.03925,0.28500000000000003,0.0975,14.83520597881741,CalCOFI,-61.345664978027344,NA,NA
34.44932,-120.52307,2014,3,18.7052,0.1,0.0065,0.10650000000000001,0.2125,0.125,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
34.40162,-119.80478,2014,3,18.00425,0.05,0.02475,0.07475000000000001,0.1825,0.015,NA,CalCOFI,-79.09928894042969,NA,NA
34.27143,-120.02587,2014,3,19.198,0.06666666666666667,0.027,0.09366666666666666,0.18666666666666668,0.05,16.109332746929592,CalCOFI,-618.9732666015625,NA,NA
34.25763,-119.32183,2014,3,17.67275,0.125,0.02425,0.14925,0.3425,0.0125,NA,CalCOFI,-55.694358825683594,NA,NA
34.22477,-119.41268,2014,3,19.1785,0.07500000000000001,0.01775,0.09275000000000001,0.25,0.02,17.50829463534885,CalCOFI,-72.8333740234375,NA,NA
34.17522,-119.50882,2014,3,20.168,0.13333333333333333,0.019,0.15233333333333332,0.19666666666666666,0.02333333333333333,17.82152451409234,CalCOFI,-230.44471740722656,NA,NA
33.87867,-120.136,2014,3,18.0942,0.125,0.0015,0.1265,0.335,0.035,16.28922022713555,CalCOFI,-142.935546875,NA,NA
34.01093,-118.83442,2014,3,18.768250000000002,0,0.01575,0.01575,0.32,0.034999999999999996,18.4143721792433,CalCOFI,-61.848785400390625,NA,NA
34.46878,-120.48602,2015,3,17.2652,0.005,0.0095,0.014499999999999999,0.2175,0,14.80984459982978,CalCOFI,-57.74060821533203,4.444444444444445,31.916666666666668
34.44992,-120.52392999999999,2015,3,17.172666666666665,0,0.0072,0.0072,0.21,0,14.95012879371643,CalCOFI,-115.00354766845703,NA,NA
